GENE_NAME	human
DNAH2	13.87
SH2D1A	0.35
SDR42E2	1.53
PRKX	8.31
KCNH8	0.49
PP2D1	20.47
NPB	0.37
ITCH	29.89
ST6GALNAC3	0.63
TMPRSS2	4.37
DENND5A	44.76
VPS33B	15.4
TBX1	40.86
ADAP2	1.36
FAM120C	3.64
PKD2L2	6.73
NIPSNAP1	13.1
CNTN2	20.44
LRTOMT	236.68
KCNQ3	0.86
ADRA2C	9.24
NR2C2AP	8.29
TP53INP2	37.35
CRELD2	93.23
GPR173	2.66
SNRNP35	24.45
DGAT2L6	0.0
SDF4	149.27
IRAK1	27.45
CMSS1	27.86
OLIG1	3.84
PCDH9	2.29
OAF	5.85
ALDH1A3	40.01
HIST2H2AC	3.17
KCNK12	0.83
HIST2H2AB	0.34
ENPP4	1.91
USH1C	1.65
MYH7B	32.17
POU6F1	12.96
TM2D3	52.17
TSSC4	92.54
TACSTD2	0.61
SIX6	0.12
PRKD1	19.24
ZDHHC23	30.85
BPIFB2	1.33
SLIT3	12.93
EFNA5	3.05
MAP7D2	52.64
CSF1	16.71
TP73	2.55
COLEC10	0.21
ACTRT3	77.98
PLA2G6	122.86
MAML2	2.04
SS18L1	19.14
COPB2	34.98
LRRC19	0.2
TOLLIP	248.74
KNTC1	21.47
CCR10	2.81
NCMAP	0.6
BPIFC	1.85
WDR27	53.1
TXNRD2	27.33
FOXO4	30.06
POU3F2	0.36
PTP4A3	54.55
UBE2D4	6.87
TMEM255B	20.22
GAST	0.0
NUTM1	29.86
HDDC3	7.51
DHRS7C	2.77
CLUL1	1.86
DUSP8	11.87
SOCS3	25.21
SLITRK6	0.15
LPAR5	2.69
XPOT	30.63
TMEM173	27.15
PDE4B	3.73
FAM19A3	11.24
RUNX1T1	12.15
C14orf180	0.11
SNN	12.42
KCNH7	1.73
NELL2	4.88
MED12	32.28
SEPT9	106.23
CDH17	0.62
AMER1	0.69
ZBTB40	9.19
CLDN6	1.72
LRRC26	0.75
SERINC4	5.98
FAM110C	3.31
ATL3	51.56
NDUFA12	89.24
UBE2G2	71.33
SATL1	2.54
OSBP2	69.39
TUSC5	0.67
FKBP7	17.59
PRR16	2.17
TMED9	62.12
DRD1	0.13
SDR42E1	3.34
RBM33	30.83
BTBD6	127.61
OSBPL6	2.06
H1FX	66.55
RBM43	1.05
IMMP2L	17.96
JAG2	21.56
FMNL1	14.85
PTRHD1	124.46
WT1	11.57
SLC1A3	2.32
NOC4L	65.85
NDUFA6	63.2
CHRM5	0.92
SORCS2	2.1
TMEM121	1.47
TMEM106A	4.81
SIVA1	94.22
XRCC5	111.67
DGAT1	92.66
RFX6	0.87
AP3M1	9.6
F8	5.52
CA13	2.22
UBOX5	6.48
MAFF	25.54
LXN	1.28
BRF1	23.61
LRRC14B	0.34
SEMA4B	21.33
NELFA	71.96
SLC24A3	2.86
SGCZ	0.5
EFCAB10	21.45
MKNK1	31.63
FLRT2	15.6
INTS5	6.91
MANEAL	1.9
ADSSL1	94.69
FAF1	66.28
MYADML2	0.5
TNS1	134.76
HSF1	405.03
PURA	15.98
INPP5J	4.62
NPY2R	0.31
MFSD6L	36.99
DDX51	23.17
NRBP2	21.79
PRSS57	0.0
TNFAIP2	73.02
MC2R	2.37
RAB11B	171.64
PRMT3	4.24
PRPF39	11.88
PPIL6	19.74
UBALD2	65.66
TEX33	67.22
CDNF	24.47
NOTUM	7.64
KLHL33	0.71
WBSCR17	12.38
CDC14A	35.55
ZBTB37	19.69
NUPR1L	242.37
CCDC137	14.96
ARL15	4.46
SCN10A	0.1
CDK10	47.43
SOCS1	9.46
TCN2	24.2
GAS2L1	29.85
ATP6V0A2	14.65
C14orf80	6.76
HGS	111.56
TNFAIP8L1	16.21
RAD51D	22.99
MAPK11	6.8
TARSL2	7.98
IFNLR1	1.72
FAM174B	16.77
C19orf68	5.02
TMEM179B	35.33
PARPBP	2.85
ROR1	1.97
MUC1	90.32
C17orf70	12.63
L3MBTL1	27.65
CIC	70.74
C11orf35	27.6
PDE6G	2.07
NR2F2	154.51
DLK1	86.8
TLCD2	1.43
LSAMP	14.19
OLFML2A	2.17
DBX2	0.86
FAM212A	4.03
PDIA2	1.46
LMLN	15.14
P4HB	208.5
PSMD13	79.81
FDFT1	258.17
PBX1	38.4
SHC4	14.03
ZFP36L1	207.93
NTF3	3.38
BRWD1	13.94
POU3F1	2.81
SNAI3	1.41
MORN5	73.68
C6orf201	121.2
MYBL1	7.5
C16orf52	17.48
DRG1	408.98
OPHN1	2.22
ANKFY1	13.84
YTHDF3	29.34
NRG3	3.0
SRL	1.61
CXorf38	3.72
KCNQ5	1.44
AFM	0.03
KCNIP4	0.37
WDR53	129.9
IKZF1	3.78
PCYT2	431.79
NAT8L	9.85
GNB1L	3.58
C1orf110	0.33
TMPRSS11B	0.13
THNSL1	2.89
TRIM69	68.74
SCGN	0.83
PRSS38	5.12
LAMP1	245.22
POMK	4.29
C16orf54	0.35
KLHDC8B	28.68
KLHL34	0.25
SETD4	27.9
RTN4RL1	1.96
TBXA2R	1.7
LRRC16A	7.57
CALHM1	0.15
NKAIN3	0.31
IRS2	5.89
FAM186A	6.76
PGM1	20.04
BICD2	16.06
TMLHE	3.35
GRK1	0.92
RASA3	11.16
LRCH3	18.55
LEMD1	74.29
DDX1	33.7
ATP4B	0.0
DLEU7	0.41
TAL2	0.44
C15orf41	13.2
ZPBP2	148.35
DNM2	126.63
KRT5	1.42
GSAP	3.34
AGBL4	4.42
CYP2R1	50.69
ANKRD46	9.08
PIP5K1C	107.27
TEX38	476.88
EPB41L2	128.54
ZBTB6	1.08
C2orf76	22.64
UBL4B	88.86
RIMS1	4.89
CCDC84	15.74
BCL9L	38.03
KIF18B	4.22
FFAR4	2.29
BPIFB3	0.46
BPIFB4	0.55
EDARADD	4.49
MOXD1	4.89
SLC51B	8.74
SOWAHB	0.11
KLHL32	2.27
MKL2	20.93
GPAT2	15.55
TOR3A	9.57
GABRA5	0.54
PPP1CC	179.22
OR10T2	0.0
PRELID2	2.02
BACE1	17.36
RGS9BP	0.87
TMEM212	11.8
SLC36A3	12.37
SLC36A2	1.11
THBS2	12.12
RXRA	32.3
ANKRD37	29.22
NUDT17	7.82
KIAA1024L	0.4
KRT26	0.8
CCDC30	9.23
NKRF	2.26
KEAP1	51.46
GLDN	0.75
KPNA4	44.07
TRDN	1.98
RGS7BP	2.08
MYT1L	7.59
PTPRH	1.2
ZNF396	5.58
TMEM222	45.12
ARHGAP30	5.95
SMYD4	9.27
FOXD2	0.55
GPATCH8	22.88
CEACAM19	13.55
NF2	45.1
DCT	1.96
SPATC1	70.16
UBE2H	74.39
HPDL	0.22
FSD2	0.5
ARAP1	30.26
KIF24	14.48
SLC35C2	31.37
C17orf58	3.58
BCDIN3D	2.09
CYP27C1	0.57
LYRM7	11.07
CCDC73	1.15
MPPED1	16.95
FSCN2	1.23
FOXE3	2.02
HYAL3	22.6
VSIG10L	3.27
ZNF397	15.12
EPHA6	21.37
TPCN1	30.11
TNFRSF4	0.27
HEXIM1	10.7
SELV	20.42
KRT14	0.71
TRABD2A	52.82
PDZD7	2.09
POFUT2	42.76
SCTR	2.05
ERCC6L	0.53
TMEM17	2.01
TNFRSF18	2.18
FGF3	0.0
C1QL4	4.29
ZDHHC17	15.1
RFX3	27.27
SERPINA11	0.05
P2RY4	0.04
ZNF395	20.94
ZACN	0.33
PPARA	5.16
TMEM232	14.24
EFCAB6	58.81
RIF1	7.5
KANK3	1.79
EMID1	2.6
ESPN	122.15
PNLIPRP1	0.44
PTRH1	15.25
GPR141	1.01
TMPRSS6	7.84
TMPRSS11A	0.45
C3orf70	2.42
TEAD1	9.04
ENTPD5	8.72
MITF	9.25
SLC4A4	0.74
HEATR4	11.53
SLIT1	1.45
LYPD6	9.78
VSTM2B	0.18
ANGPTL5	0.86
SMARCA2	113.73
KIAA1598	8.87
SESTD1	44.22
FNBP1	21.04
DYNC2H1	20.17
KRT12	0.28
RDH8	3.64
RSBN1L	23.14
NPSR1	0.39
WDR86	3.35
EPOR	4.14
DCC	16.79
SESN1	19.92
CHP1	43.75
KCNJ11	1.15
CDHR4	7.27
COL4A1	15.06
PLEKHG7	0.07
GJA4	13.01
MID2	3.9
HSPA14	27.33
ATP13A5	0.15
SIRT7	34.64
AGMO	9.15
SBK2	1.74
TLR5	2.94
USP7	98.87
NANOS3	12.38
NHLRC1	0.33
PLEKHN1	2.16
ZNF385C	11.19
TET3	3.13
COL5A3	3.31
TMEM8C	0.47
SAMD11	9.55
C1orf170	3.2
C5orf52	32.19
HAPLN4	0.23
ERC2	6.0
B3GALTL	2.48
SPRY4	5.72
TRPV2	5.76
RP11-723O4.6	6.79
C2orf88	74.03
TMEM203	16.3
SLC18A3	0.0
KBTBD12	1.85
THSD4	4.72
DNAJB13	45.52
GABRD	6.94
NHEJ1	35.62
FANCA	48.11
SECISBP2	95.69
CPB2	0.08
OR52B6	0.27
SEMA4D	38.39
LIN28B	2.04
FAM69C	8.6
DNAH17	82.89
MCRS1	66.99
TMEM72	4.58
COX10	38.65
CHRNA3	6.2
CARD9	1.52
PEAR1	11.26
TMEM202	19.43
HELT	0.0
TMEM220	28.88
TMEM256-PLSCR3	13.22
EIF4EBP1	13.84
P2RX2	3.61
CCDC157	56.81
TTC24	0.21
C1orf168	2.14
CNOT4	18.96
AC002472.13	6.79
DMBT1	3.65
LCN10	2.45
LDLRAD2	1.52
PSEN1	53.04
CYHR1	90.11
COL14A1	3.75
DNER	1.63
CPSF4L	0.48
PLA2G2C	0.4
ZSCAN23	1.66
RINL	1.67
TPRG1	13.57
CPOX	13.82
MORN2	91.3
RILPL1	14.52
C19orf67	15.29
ARL4C	2.79
CLDND1	228.1
WNT7B	1.18
PRSS45	1.82
PLA2G4E	1.16
EYS	3.03
MOK	132.18
C6orf132	1.62
TMEM215	4.24
COL4A5	4.27
AGRN	27.81
NHS	2.29
OTOG	1.8
FAM166A	90.05
ZC3H6	2.88
LAMTOR4	120.01
PRKAR1B	36.35
DCUN1D3	14.73
RBL1	1.35
HYKK	5.79
C15orf62	0.94
RUFY4	0.17
LRRIQ4	3.44
C3orf62	33.6
ENO4	13.27
SLC38A3	8.12
FOCAD	12.86
PRR19	22.24
IGSF9B	6.88
JAKMIP3	1.38
SELL	1.69
NDC80	10.59
CERKL	1.11
SLC24A5	0.79
IER5L	19.03
INSC	2.27
SERPINA5	175.4
C19orf54	14.88
LCTL	0.55
NCCRP1	0.23
KRTDAP	17.66
AP4E1	2.73
COL25A1	16.12
FAM83G	2.44
DUSP28	13.08
NBR1	167.55
RALGAPA2	8.32
NDOR1	10.05
RSBN1	17.78
PAQR9	25.21
NANOS1	1.21
HMX3	0.29
MAGI3	11.55
S100A16	30.52
IDO2	0.64
SLC4A5	9.28
AFP	0.0
UROS	42.04
ZDHHC9	7.72
DUPD1	0.0
OSTN	0.18
VWC2	0.04
FAM221A	21.94
TMEM120B	8.13
COL4A4	1.32
RBM34	65.86
NOXA1	3.08
BCL2L15	0.71
OPTC	0.29
PLET1	0.17
ADRB3	0.07
TCF7	15.99
SKOR1	2.24
CATSPER4	15.76
PRELP	32.73
PLA2G2E	0.0
TMCO2	45.79
SHISA6	5.36
TMEM201	16.23
OSTM1	13.59
HMX2	0.04
SNTN	0.21
CNR2	0.48
SLX4	23.37
GLRA4	0.04
ENTPD8	1.35
BEND4	12.57
FAM78B	6.04
CDH7	1.59
TMC3	0.56
FBF1	78.54
MSL1	62.05
LRRK2	1.13
BSX	0.08
GJB3	1.18
FAM196A	0.52
IMPG2	0.11
PTPLAD2	1.51
MSANTD1	4.59
AADACL3	0.12
NELFB	52.57
PCNP	47.37
LRRC66	0.51
ZNF292	8.35
KCTD21	5.51
ADAT2	1.36
ANKDD1B	0.47
EXD2	23.19
RNF222	0.36
RELN	3.4
APOD	409.97
ARID2	23.65
SF3B3	78.95
IL1RAPL2	0.55
SP6	0.19
NKAPL	31.11
FSCB	19.28
CLDN4	0.82
MEF2C	15.62
HN1	528.76
S100A13	47.15
PCDH18	8.83
MAOA	26.42
PTPRC	4.98
GJB5	3.25
FHIT	3.61
FAM150B	37.93
LIN54	6.4
FAM180A	1.45
CACNA1S	0.17
S100A14	0.13
KAZN	8.53
FAM179A	4.76
TMEM194B	12.05
KIAA0408	1.94
MMP23B	3.88
SH2D5	9.04
RASSF10	0.54
GJB4	0.19
SYCP2	11.14
IL1RAP	3.99
PTPRT	1.08
MYBPC1	5.64
PAX5	1.81
SPOCK3	0.63
TDRD7	42.23
C16orf93	48.15
KIAA0895L	52.03
MYT1	0.84
SPATS2L	43.37
STK17B	4.76
WDSUB1	9.25
S100A4	46.28
PLEKHG4	48.25
FAT4	1.01
KIF19	1.22
STK40	133.0
TMEM63A	21.08
CTSE	0.33
SEMA4A	9.22
SRGAP3	16.24
FAM217B	6.44
SUPT5H	515.65
XPNPEP3	42.5
OR10S1	0.06
GRM7	3.51
SUPT3H	24.54
ATP2A1	9.63
STK31	40.64
NLGN3	6.73
JMJD4	24.4
CPNE4	1.66
NTNG2	4.13
ELAVL3	2.5
LONP1	46.85
TRRAP	19.92
FUT4	1.38
DUSP12	10.38
ASB13	7.65
SLC35F1	1.26
PTPN1	28.46
EVL	97.72
AACS	46.0
THEM5	1.31
EPHB4	38.38
PRTN3	0.4
TSC22D2	28.36
CRYBA4	2.17
ASMT	0.24
KIAA0141	19.49
YRDC	12.59
ZNF777	14.78
PIK3R4	15.41
RFX8	3.42
FGF16	0.12
SLC13A1	0.03
SIAH1	38.81
C20orf96	57.72
ESRRG	1.32
IPO4	112.01
NCOR2	57.56
PRPF40A	81.71
GDAP2	11.26
CADPS2	3.19
ANAPC7	69.21
AFAP1	71.99
MYO18A	48.16
C17orf59	9.34
MAN2A2	121.76
MME	2.59
LINC00238	100.55
CACNA1H	66.96
SULF2	47.68
LAMA2	14.16
PLXNB2	53.28
AJAP1	3.53
XRCC2	3.52
MYO6	25.16
MKL1	44.32
SEMA3F	4.8
ARHGAP44	11.67
HDAC2	84.07
TCF4	32.93
WNK3	3.72
ACN9	35.72
RABL6	75.14
ZKSCAN5	10.23
HSPB11	19.91
SLC30A10	4.39
TECPR2	30.51
FAM180B	1.21
ERI2	13.7
TOMM7	110.67
HSH2D	1.73
ZNF512B	6.81
FAM150A	1.32
DAPK1	17.59
ATP8B1	5.83
POU3F4	0.09
TLE1	40.98
MAML3	3.74
STRN3	29.1
CHRNG	0.32
IL12RB2	3.28
MVB12B	10.06
C6orf106	154.75
ARID5A	20.6
PPTC7	8.53
KRT39	0.09
TOMM20L	19.72
NHLRC2	5.75
SMARCD3	41.46
KIAA1211L	9.28
LAMB3	1.17
KPNA5	19.84
ARHGEF12	16.22
HCAR1	2.57
PDLIM7	85.93
WDR70	22.75
TMEM26	1.85
FAM3C	16.08
NOP9	10.96
SLC39A10	18.7
AP2A1	228.75
FUT11	26.68
ANXA4	43.03
FYB	4.12
SERTAD1	5.77
ZNF398	18.7
ANXA6	94.95
GMFB	7.5
SIGLEC15	0.57
MAFG	20.19
ARRDC1	48.71
KIAA1671	6.19
KRT35	0.0
IGF2R	18.19
GAL3ST4	4.22
SLC6A17	4.56
STRADB	9.23
ZGPAT	40.5
SLC25A29	37.08
PGAP1	3.55
SRC	25.14
PCNXL3	34.63
ACSL5	20.79
LRRC8B	21.03
ELAC2	37.52
BZW1	161.91
ABCB8	15.75
SND1	84.39
NEK5	9.98
PSMD12	34.8
GPR123	1.27
PIWIL2	36.75
C9orf169	4.2
SLC22A4	0.59
PGR	4.31
TBC1D9B	48.72
KANK2	141.56
GTF2E2	36.54
IL27	0.84
GUCA2A	0.25
SYNGAP1	19.69
FITM2	4.89
BLM	3.97
TRIM33	47.73
LRP10	35.7
PELI1	11.14
ME2	27.77
MRPL21	78.45
FBXL22	1.53
C5orf22	7.87
HTT	22.04
OR6N1	0.0
C5AR1	16.57
DCHS2	4.77
VEPH1	7.86
OR51D1	0.0
CCNT2	11.33
IPP	17.14
OR13G1	0.32
MAP3K5	11.19
OGDHL	5.16
CYP2F1	7.63
STMN3	11.95
FAM135A	10.59
PDGFA	9.81
COL13A1	0.65
ZNF628	39.78
SLC2A10	2.88
RPF2	14.25
SLC28A3	0.47
FAM177B	0.27
MIB2	53.13
COL19A1	1.55
OR6Y1	0.0
MYO5A	7.1
GZMM	3.37
ATG7	36.79
SIPA1L1	54.33
SSPO	5.73
ELANE	0.99
RAB40C	25.7
PIGN	18.71
TOPORS	8.54
BCO2	7.87
ENTPD6	46.76
DMBX1	1.67
OR11L1	0.0
ENPP1	3.35
CCDC154	18.24
C5orf42	9.01
MFAP5	12.5
CDC42SE1	20.88
PDCD1LG2	0.69
SCIN	11.16
SPTAN1	104.64
NMB	21.26
PARVA	17.92
KLHL14	1.71
KCNK2	1.51
PHF2	17.85
LHFPL5	0.36
HOXC6	5.06
TXNRD3	31.08
C9orf173	74.83
MAP1LC3C	0.73
SERTAD4	0.61
EME2	6.81
KLHDC1	6.8
OR52M1	0.07
CCDC180	92.31
SLC9A8	10.99
TRAF5	12.46
OCLN	5.6
C4orf22	27.58
FAM212B	5.35
ADAMTSL2	3.93
SGTB	1.92
ZNF790	12.43
FAM49A	6.3
MYO1C	69.84
MRPL22	56.17
NKIRAS1	18.63
KIF13B	10.89
NRAP	2.05
GEMIN5	4.97
TEAD4	12.61
SPG7	57.55
HES5	0.92
ERO1L	6.67
PLCG2	5.15
FCHSD1	14.13
DNM3	5.76
OPRK1	0.36
MBP	11.06
ELOVL2	5.51
KEL	17.85
NFE2L1	178.13
IRAK4	5.79
CCDC151	14.21
DLGAP2	21.98
ZNF335	19.86
MAK16	8.37
SEMA5B	0.6
ZNF667	3.95
GRK6	79.07
MARCH5	23.77
ZBTB14	4.67
CD2AP	4.37
GSK3B	46.57
SFI1	48.05
TMPRSS11F	0.25
TOR4A	1.5
HIBCH	24.85
ITGB5	50.47
TMEM229B	3.66
MAN1A2	12.02
SVIP	31.0
DDRGK1	69.76
ERC1	24.02
RPS6KL1	30.55
CACNA1E	1.27
QRICH1	80.54
CSF2RA	7.43
DDX42	71.59
XPO1	28.86
HELZ	13.32
TMEM116	29.6
UCKL1	26.68
OR5B21	0.44
CARD11	2.65
SDAD1	20.73
ZKSCAN8	7.75
TMEM239	144.5
HYLS1	18.54
MYL4	9.28
PIM3	53.1
ASPH	25.19
SPRED2	16.32
WWP2	46.49
GFPT1	37.33
UVRAG	9.75
TMEM207	0.05
ITSN2	15.87
NTRK1	1.84
MGEA5	65.04
TXNRD1	58.35
NRARP	10.4
TPM2	185.61
SH3BGRL2	3.14
YTHDF2	29.53
DOPEY1	9.66
ATL1	12.77
CNGA1	0.53
MAFK	21.97
C1orf228	27.88
GPN1	53.54
PLN	2.48
ITGBL1	11.05
KCNRG	0.66
LYRM2	6.89
WDHD1	4.04
DDX39B	48.28
SLC34A3	0.46
RD3	0.28
ARC	0.61
BCKDHB	8.05
ZNF536	1.59
MMP17	3.93
BAZ1A	23.98
CCDC69	13.62
MDM4	22.92
RYR2	1.93
FAM3D	0.15
NCOA6	25.43
STK39	44.78
TAT	1.44
KAT6A	15.24
C6orf89	86.04
FAM19A2	8.84
OR10G6	0.0
TTC37	5.24
TUSC1	19.09
PAPSS2	15.14
SLC9A6	5.48
ABCA4	4.78
PNPLA4	10.06
ZCCHC6	20.25
IPO9	25.29
MT-CO2	11158.14
C1orf85	12.12
FAM179B	6.39
DLL1	1.82
ANKRD13B	35.82
C19orf45	53.0
MT-CYB	9794.68
PPP1R14C	1.74
CTR9	25.63
SMOC1	20.77
F5	0.94
LRRTM3	6.97
ZNF652	17.04
GRHL2	1.07
SMURF1	57.84
GPATCH3	13.26
CDC42BPB	41.32
PLXNB3	7.72
COLGALT2	4.13
EGFL6	0.49
MT-ND2	12388.39
TNPO1	39.62
APCDD1L	0.12
RCSD1	5.65
RASSF9	0.4
FAM169A	9.49
ZNF830	16.6
GRIN3A	0.69
TMEM184B	18.92
MTOR	86.59
PLOD1	22.05
SCAMP5	16.94
ZNF521	11.22
ALPK2	3.78
BRINP2	5.24
LRIG2	4.0
MT-CO1	8640.78
PAX9	0.35
FOXJ3	19.71
CD247	2.22
GRM3	1.66
CHAMP1	4.34
GJC2	1.77
ITGAE	34.21
DENND4B	28.69
RYR3	3.14
ZNF277	9.54
MT-ND3	7107.0
DUSP27	0.18
ARHGEF15	6.01
TOX	2.43
DIS3	31.86
RUSC2	55.45
FICD	13.93
R3HDM4	16.72
LTN1	6.92
RUNDC1	10.05
CCDC152	1.75
C9orf96	29.7
GRK5	10.49
DCAF12	75.54
ASB12	3.11
MT-ND4	16339.46
SMC5	7.6
TDRD3	16.19
SHISA4	17.57
CIPC	7.97
TOP1	14.8
MAP3K3	45.88
L1CAM	2.83
NUFIP1	2.69
POU3F3	0.43
RASGEF1A	6.39
DZIP3	24.5
KIAA0753	28.88
DCLRE1A	2.38
ATG9A	175.4
APRT	26.56
PDS5B	15.97
MT-CO3	13379.63
SOWAHA	0.36
L3MBTL3	10.82
DMD	23.4
NAGA	16.56
SMG5	48.52
KIAA1279	7.58
OXCT1	16.71
TGM2	9.74
RORB	0.44
SGMS1	21.75
OR10R2	0.0
OR10Z1	0.07
EPYC	0.09
CYLD	32.99
SNORA21	0.0
SLC27A5	67.17
SNORD9	0.0
ADIPOR2	30.84
SNORA31	1.6
FAT1	34.26
CHMP2B	13.71
RNU6-1128P	0.0
STARD7	26.74
NOA1	9.31
HAL	0.12
APLP2	129.54
KIAA1467	6.36
SNORD1B	0.0
EIF3I	93.38
NKAIN1	1.39
SNORD44	0.0
COL16A1	88.63
TXLNA	27.21
UPP2	0.14
AGBL5	603.61
SNORD35A	0.0
EFR3B	4.86
KIF3C	15.34
RAB10	46.71
HADHA	94.83
MAPRE3	98.18
CAD	29.87
SNORD18A	0.0
CD82	14.38
BCORL1	16.19
ATRX	4.39
MYNN	14.04
MECOM	5.46
SCAMP1	10.13
PREP	11.75
HACE1	17.02
CFTR	1.63
WDR47	29.56
RNU1-24P	0.0
WDFY1	15.97
SNORD73	0.0
SLC25A24	2.18
MAP3K4	21.3
IGSF9	4.99
ZNF213	67.41
RNU4-75P	0.0
PROM1	23.18
CPNE3	7.25
RNU1-93P	0.0
RRN3	13.45
WNT11	1.71
MTIF2	11.27
SNORD52	0.0
RNU6-967P	0.0
RNA5SP363	0.0
EPS15	75.1
RNU6-619P	0.0
ORC1	4.6
RNU6-580P	0.0
SNORD38A	0.0
MGST2	12.88
CHERP	59.69
RN7SK	19.91
POMGNT1	50.41
RAD54L	16.29
SNORD82	0.0
B4GALT1	33.97
CHMP5	40.22
RNU4-2	0.7
EFCAB2	32.65
COX20	26.26
NFX1	18.42
C1orf95	1.23
CAPN8	2.13
TATDN3	7.26
C1orf53	2.02
SAMD5	0.57
GJE1	0.0
ECT2L	0.43
METTL11B	0.34
FAM229B	417.21
FANK1	98.36
DIMT1	9.42
DDO	0.2
PPAPDC1A	4.91
RBM20	2.03
IPO11	26.0
C6orf163	12.62
GDI1	170.73
PCMTD2	56.81
SOX18	9.09
C1orf146	1.39
FOLH1	0.83
C10orf62	270.94
SAMD13	11.15
CCDC160	0.86
EFCAB7	7.22
GLYATL3	0.0
ZYG11A	3.59
EIF2AK1	34.96
GLT6D1	4.27
LRIT2	0.25
LRRC73	30.05
NME8	12.7
FOXO6	3.75
MAFB	8.9
TRAF3IP1	79.98
GIGYF2	129.03
EPDR1	12.8
NHSL2	1.38
PHACTR4	12.29
ZDHHC18	18.69
GPRIN2	1.37
SNX10	4.12
TMEM57	31.03
ZDBF2	1.25
TXNDC8	21.35
AWAT1	0.0
DAXX	15.98
BMPR2	6.43
TCEA3	10.11
PFDN6	21.0
RING1	0.45
HSD17B8	1.63
RXRB	4.59
COL11A2	1.15
BRD2	100.25
COL5A2	4.62
PSMB8	0.87
MRPL28	126.2
NOTCH4	2.32
PAFAH1B1	227.58
PBX2	10.8
AGER	1.14
RNF5	8.76
AGPAT1	142.59
DFNB59	36.49
PRRT1	0.85
MRPL38	77.24
ERICH2	108.73
ITPKC	13.73
SP5	1.78
STK19	14.88
BTBD17	0.44
DXO	51.46
SKIV2L	6.57
EHMT2	15.21
FAT2	17.3
LAYN	17.99
SLC44A4	0.51
NEU1	1.28
VWA7	0.45
MBD5	20.27
C6orf25	0.0
LY6G6C	0.13
ABHD16A	10.87
CSNK2B	71.11
GPANK1	9.99
C6orf47	1.14
APOM	2.78
ERO1LB	31.17
PRRC2A	139.33
NFKBIL1	6.2
CCHCR1	358.22
PSORS1C2	1.26
ZFAND6	116.8
CDSN	0.0
C6orf15	0.01
DHX16	13.56
C6orf136	7.22
MRPS18B	4.24
PPP1R10	4.5
ABCF1	35.41
HSD17B2	0.16
DDR1	13.65
GNL1	36.38
TRIM15	0.0
FOXB2	0.15
TRIM40	0.08
PTCHD2	5.41
TBC1D8	28.11
PPEF1	14.79
MOG	0.25
CBY3	14.71
AKT1S1	30.16
GABBR1	12.63
C9orf135	13.84
MALRD1	2.77
RANBP17	16.7
FAM196B	0.02
TTC25	84.65
NOS2	0.62
HUWE1	85.82
MROH6	13.74
ATXN2	84.38
DCTN1	110.43
TCTN1	34.44
FAM216A	50.56
ZBTB48	91.83
GPR20	0.44
KRT40	0.37
LRRC3C	1.22
C11orf83	5.58
GRXCR2	0.83
LRRC10B	3.57
FBXO47	2.08
C12orf73	11.11
TRIM13	128.53
MS4A13	3.38
SPIRE2	11.67
PABPN1L	0.4
PKHD1L1	0.93
SLC35B4	6.48
FAM71F2	64.46
NOX4	0.59
CDKL4	2.5
C4orf47	24.85
TRIQK	5.1
ARID3C	0.66
C11orf91	16.3
ZBTB10	8.46
ACOX3	6.49
C4orf46	6.66
LGR4	4.46
VIT	6.74
PDE7A	9.45
TMEM170B	9.52
MTMR2	24.77
SNX2	34.98
NT5M	19.5
TECPR1	13.08
C15orf59	8.7
CFI	4.6
IZUMO3	6.31
ATP6AP1L	9.07
CCDC85C	9.74
RGL3	6.91
NAP1L4	236.32
CPT1B	153.67
DENND6B	24.6
LCMT1	55.75
MFSD2B	1.25
CDPF1	3.18
LIN52	5.8
TRIP6	26.12
TECRL	0.3
DPF3	35.27
MANSC4	0.2
LYRM5	10.15
ITPRIPL2	3.89
DENND1C	3.34
DNAH9	18.25
ACHE	4.5
C5orf51	3.36
PPAPDC2	3.78
GMNC	1.25
TTC23L	51.87
SRRT	522.46
ZNF316	12.33
ONECUT3	1.21
OLIG2	0.05
C21orf62	0.57
BAX	54.36
NYNRIN	3.41
IFITM5	0.09
C18orf63	3.06
DOK6	5.9
TMEM211	0.0
SERPINB11	0.18
SERPINB5	3.5
NLK	25.35
RNASE13	0.58
ATP10A	13.13
ANKUB1	1.48
TSSK2	218.44
PIGS	30.68
LRRC30	0.0
TMEM200C	2.33
OR10C1	0.0
PTPLB	12.19
WDR52	14.05
LNP1	35.33
VGLL3	24.23
TRIM71	6.33
ZCWPW2	5.11
ADAMTS2	5.1
COLQ	7.41
SNORD58A	0.0
TMPRSS11E	0.03
ATXN7L3	70.11
SNORA56	0.0
KIAA0100	52.1
UIMC1	75.0
SNORD101	0.0
MMP2	86.66
LPCAT2	7.81
GNAO1	36.88
RNU6-214P	0.0
OGFOD1	15.31
SNORD15A	0.0
ADD1	135.12
SNORA54	0.0
SLC13A2	0.21
SNORD59A	0.0
TXNDC16	5.0
NID2	5.99
GMCL1	47.8
KLHL42	13.1
SNORD20	0.0
DNM1L	53.33
PTHLH	1.32
RNU6-925P	0.0
GAS7	39.01
PHACTR3	1.1
RNU6-959P	0.0
ERGIC2	32.64
TFAP2C	1.27
AURKA	54.27
SNORD102	0.0
CASS4	0.5
PIR	8.25
SNORD73A	0.0
GPX3	406.6
DIO2	7.0
DIO1	1.02
